215	0.381389	0.27082	0.7798
216	-0.0110295	0.168362	0.772607
224	0.347721	-0.164958	1.28487
225	-0.00721518	0.108412	0.893624
226	-0.37131	0.126758	0.711315
227	0.092051	0.134052	0.892749
231	-0.283706	0.0524261	0.867335
235	-0.151023	-0.45516	1.1138
242	-0.149495	0.0661872	0.846695
248	0.450334	0.192171	0.889772
251	0.414282	0.237755	0.875753
252	0.398027	0.203686	0.893385
253	-0.269762	0.117128	0.712834
254	-0.430204	0.0885825	0.767355
256	-0.0856301	0.103657	0.872779
258	-0.060193	0.162568	0.80455
259	-0.0276773	0.138123	0.79982
261	-0.253564	0.0351345	0.895456
264	0.13579	-0.108885	1.24506
268	-0.212774	0.122547	0.799111
270	-0.307359	0.0945551	0.776988
272	0.130626	0.230333	0.746234
275	0.373161	-0.235048	1.21432
277	0.417766	0.186889	0.929531
281	0.115225	-0.474318	1.11369
282	-0.217756	-0.449107	1.3144
284	0.186223	-0.0538353	1.22543
287	-0.329194	0.101445	0.709342
289	0.0658446	0.147592	0.897916
290	0.0700141	0.213799	0.747965
291	0.184037	0.218131	0.778793
292	0.274053	-0.0971604	1.31649
293	0.467127	0.252934	0.873016
295	-0.306403	0.0214061	0.902719
297	0.140896	0.096486	0.968712
298	0.0584183	0.0684595	0.693463
299	0.108269	0.149356	0.848552
300	0.399451	0.204272	0.898794
304	-0.487775	-0.0468918	0.978936
305	-0.215772	0.0468327	0.928785
306	-0.264334	0.0351574	0.925352
309	-0.0532051	0.0812262	0.866849
311	0.415349	0.21116	0.899492
312	-0.452977	-0.0639439	0.904996
315	-0.0749418	0.122586	0.788093
317	0.220097	0.25662	0.762314
321	0.0154584	-0.0946511	1.17544
325	0.0962269	-0.0934469	1.25481
330	-0.00741223	0.103997	0.859148
331	0.186289	0.145536	0.876379
332	0.219302	0.205928	0.837964
334	0.205568	0.233391	0.815257
336	-0.416604	-0.289215	1.15479
337	-0.377003	-0.0134934	0.840159
339	-0.382936	0.044528	0.775393
341	0.0730149	0.0873952	0.887105
345	0.069222	0.176541	0.876722
348	0.0296534	-0.25004	0.632001
351	0.0424234	0.124597	0.981167
355	0.315683	-0.0305273	1.2368
357	0.412585	0.237726	0.874483
360	-0.240077	0.157165	0.685302
362	0.00594387	-0.116546	1.2532
364	-0.390029	-0.336138	1.27003
366	-0.308731	0.0605041	0.772482
367	0.219436	0.202664	0.831354
370	-0.510611	-0.109114	0.962958
371	0.42715	-0.118983	1.09028
374	-0.1407	0.0542857	0.840214
