1111111124307600000 	-0.115594	0.262391	0.208979	-0.0709015	-0.295198	0.031162	0.952292
1111111124340920000 	-0.115502	0.262267	0.209346	-0.0706453	-0.295375	0.0310271	0.952261
1111111124374240000 	-0.115129	0.261833	0.20952	-0.0716333	-0.295505	0.0313316	0.952137
1111111124407540000 	-0.116016	0.262761	0.209163	-0.0704198	-0.295028	0.0309586	0.952387
1111111124440860000 	-0.115771	0.262395	0.209097	-0.0710041	-0.295117	0.0311276	0.952311
1111111124474180000 	-0.11545	0.262048	0.2094	-0.0711946	-0.295355	0.0310629	0.952225
1111111124507480000 	-0.115877	0.262381	0.209251	-0.0708591	-0.294992	0.0311759	0.952359
1111111124540800000 	-0.115133	0.262001	0.209443	-0.0711604	-0.295716	0.0309082	0.95212
1111111124574120000 	-0.115822	0.261926	0.209411	-0.0712331	-0.295144	0.0309984	0.952289
1111111124607420000 	-0.115378	0.261813	0.209631	-0.071252	-0.295483	0.0308527	0.952187
1111111124640740000 	-0.115553	0.261715	0.209455	-0.0714274	-0.295281	0.0311607	0.952227
1111111124674040000 	-0.115147	0.261698	0.209786	-0.071404	-0.295639	0.0310465	0.952121
1111111124707360000 	-0.115298	0.261776	0.209655	-0.0715577	-0.295472	0.0315436	0.952145
1111111124740680000 	-0.11553	0.261922	0.209639	-0.0713718	-0.295427	0.0309435	0.952193
1111111124773980000 	-0.115692	0.262502	0.209098	-0.0708693	-0.295236	0.0310913	0.952285
1111111124807300000 	-0.1155	0.261911	0.209394	-0.0712034	-0.295315	0.0311789	0.952233
1111111124840620000 	-0.115558	0.261683	0.209756	-0.0715293	-0.295163	0.0316063	0.952241
1111111124873920000 	-0.115471	0.261966	0.209671	-0.0712698	-0.295293	0.0312149	0.952233
1111111124907240000 	-0.115698	0.26272	0.208975	-0.0705805	-0.295219	0.0312389	0.952307
1111111124940560000 	-0.115915	0.262021	0.20936	-0.0709739	-0.29517	0.0306185	0.952313
1111111124973860000 	-0.115107	0.261365	0.20988	-0.0719436	-0.295504	0.0315345	0.952107
1111111125007180000 	-0.115611	0.262331	0.20937	-0.0709191	-0.295261	0.0311752	0.952271
1111111125040480000 	-0.115597	0.262301	0.209588	-0.0710846	-0.295423	0.0310685	0.952212
1111111125073800000 	-0.115697	0.262535	0.209198	-0.0707852	-0.295301	0.031136	0.95227
1111111125107120000 	-0.115485	0.261584	0.209607	-0.0717606	-0.295379	0.0311629	0.952172
1111111125140420000 	-0.115517	0.261781	0.209954	-0.0714913	-0.295379	0.031079	0.952194
1111111125173740000 	-0.115566	0.262326	0.209464	-0.0711417	-0.295295	0.0310706	0.952247
1111111125207060000 	-0.115485	0.262392	0.209672	-0.0710652	-0.295354	0.0312564	0.952228
1111111125240360000 	-0.115317	0.261678	0.209629	-0.07158	-0.295472	0.0310383	0.95216
1111111125273680000 	-0.11572	0.261354	0.209915	-0.071818	-0.295178	0.0311922	0.952228
1111111125307000000 	-0.115175	0.261696	0.209823	-0.0715704	-0.295543	0.0313462	0.952129
1111111125340300000 	-0.115462	0.262018	0.209512	-0.0712939	-0.295212	0.0314782	0.952248
1111111125373620000 	-0.115371	0.262078	0.209479	-0.0712314	-0.295255	0.0312257	0.952248
1111111125406920000 	-0.115446	0.261995	0.209472	-0.0711515	-0.295246	0.0312802	0.952255
1111111125440240000 	-0.115488	0.261822	0.20995	-0.0716749	-0.295172	0.0313922	0.952234
1111111125473560000 	-0.115509	0.262061	0.209635	-0.0712251	-0.295355	0.031156	0.952219
1111111125506860000 	-0.115713	0.262419	0.209379	-0.0709844	-0.295042	0.0311221	0.952335
1111111125540180000 	-0.115846	0.262045	0.209133	-0.0708933	-0.295211	0.0307876	0.952301
1111111125573500000 	-0.116005	0.262334	0.20915	-0.070933	-0.294791	0.0310679	0.952419
1111111125606800000 	-0.115647	0.262521	0.209217	-0.0707911	-0.295225	0.0311368	0.952293
1111111125640120000 	-0.11577	0.262512	0.209122	-0.0709648	-0.2951	0.0312447	0.952315
1111111125673420000 	-0.115925	0.262632	0.208962	-0.0710244	-0.294185	0.0318501	0.952573
1111111125706740000 	-0.115814	0.26257	0.209372	-0.0711806	-0.294406	0.031569	0.952503
1111111125740060000 	-0.116123	0.262781	0.209048	-0.0707855	-0.294066	0.0316391	0.952635
1111111125773360000 	-0.115459	0.262021	0.209785	-0.0715757	-0.294545	0.0316498	0.952428
1111111125806680000 	-0.115745	0.262399	0.209294	-0.0711305	-0.294438	0.0317273	0.952492
1111111125840000000 	-0.115825	0.262493	0.209215	-0.071063	-0.294339	0.0314799	0.952536
1111111125873300000 	-0.116002	0.262882	0.20923	-0.0704605	-0.294215	0.0314012	0.952621
1111111125906620000 	-0.116265	0.262098	0.209745	-0.0712778	-0.293734	0.0312861	0.952713
1111111125939940000 	-0.115965	0.261858	0.210146	-0.0716317	-0.293859	0.0313813	0.952644
1111111125973240000 	-0.116025	0.261685	0.20965	-0.07169	-0.293541	0.0313474	0.952739
1111111126006560000 	-0.115569	0.26199	0.209948	-0.0717626	-0.293918	0.0316888	0.952606
1111111126039860000 	-0.115715	0.261623	0.209911	-0.0718211	-0.293921	0.0315069	0.952607
1111111126073180000 	-0.115722	0.26166	0.210088	-0.0720098	-0.293761	0.0317664	0.952633
1111111126106500000 	-0.116017	0.261843	0.209933	-0.0715859	-0.293545	0.0313831	0.952744
1111111126139800000 	-0.116761	0.261932	0.209697	-0.071535	-0.292441	0.0314337	0.953086
1111111126173120000 	-0.116816	0.262125	0.210201	-0.0714168	-0.292156	0.0311097	0.953193
1111111126206440000 	-0.116409	0.262074	0.210187	-0.071434	-0.2923	0.0310918	0.953148
1111111126239740000 	-0.117249	0.26227	0.209784	-0.0713083	-0.291579	0.0311908	0.953375
1111111126273060000 	-0.116656	0.261126	0.210351	-0.072547	-0.292067	0.0314516	0.953124
1111111126306380000 	-0.116658	0.262109	0.209598	-0.0719957	-0.291877	0.0316027	0.953219
1111111126339680000 	-0.116849	0.262278	0.209499	-0.0714053	-0.291712	0.0313439	0.953322
1111111126373000000 	-0.116594	0.262011	0.210134	-0.0715504	-0.291692	0.0312542	0.95332
1111111126406300000 	-0.117158	0.262198	0.209951	-0.0714018	-0.291266	0.0311831	0.953464
1111111126439620000 	-0.117022	0.262167	0.210084	-0.0714906	-0.291284	0.0311365	0.953453
1111111126472940000 	-0.117105	0.261914	0.210228	-0.0719407	-0.290941	0.0315917	0.953509
1111111126506240000 	-0.116877	0.262279	0.210246	-0.0716574	-0.290605	0.0313622	0.953641
1111111126539560000 	-0.116831	0.262371	0.210246	-0.0715749	-0.290481	0.0312978	0.953687
1111111126572880000 	-0.11699	0.262453	0.21001	-0.0713922	-0.290167	0.031409	0.953792
1111111126606180000 	-0.11755	0.262559	0.209571	-0.0710704	-0.289883	0.0310577	0.953914
1111111126639500000 	-0.117978	0.263015	0.209406	-0.0709131	-0.289616	0.0310142	0.954008
1111111126672820000 	-0.118298	0.261695	0.210113	-0.0717998	-0.289018	0.0302521	0.954148
1111111126706120000 	-0.118436	0.262242	0.210459	-0.0714599	-0.288456	0.03027	0.954343
1111111126739440000 	-0.119386	0.262428	0.209954	-0.0712099	-0.287257	0.0300912	0.954729
1111111126772740000 	-0.119713	0.262289	0.209567	-0.0712496	-0.286506	0.0303618	0.954943
1111111126806060000 	-0.118932	0.262708	0.210015	-0.0708964	-0.286926	0.0305316	0.954838
1111111126839380000 	-0.118953	0.262863	0.209662	-0.0709938	-0.286534	0.0307922	0.95494
1111111126872680000 	-0.118501	0.262431	0.210188	-0.0715075	-0.286522	0.0308799	0.954902
1111111126906000000 	-0.119393	0.262393	0.210418	-0.0716453	-0.285216	0.0310263	0.955278
1111111126939320000 	-0.119141	0.262794	0.210033	-0.0711308	-0.285494	0.0311733	0.955229
1111111126972620000 	-0.119457	0.26261	0.210347	-0.0711423	-0.285339	0.0310386	0.955279
1111111127005940000 	-0.118955	0.262633	0.210368	-0.0711671	-0.285798	0.0310007	0.955141
1111111127039240000 	-0.118943	0.262662	0.210087	-0.0710567	-0.286155	0.030919	0.955045
1111111127072560000 	-0.117894	0.262829	0.210331	-0.07111	-0.287087	0.0313166	0.954748
1111111127105880000 	-0.118647	0.26272	0.210221	-0.0707737	-0.287011	0.0307714	0.954813
1111111127139180000 	-0.118392	0.262943	0.209994	-0.0706721	-0.287463	0.03125	0.954669
1111111127172500000 	-0.11818	0.262928	0.209781	-0.0700631	-0.287616	0.0317738	0.954651
1111111127205820000 	-0.117733	0.262701	0.209678	-0.0702329	-0.287963	0.0315878	0.95454
1111111127239120000 	-0.1179	0.262086	0.210046	-0.0708852	-0.287467	0.0314339	0.954647
1111111127272440000 	-0.118081	0.262505	0.209853	-0.070413	-0.287313	0.0314964	0.954726
1111111127305760000 	-0.117862	0.262796	0.209687	-0.070252	-0.287187	0.0318525	0.954764
1111111127339060000 	-0.118168	0.263101	0.209453	-0.0702603	-0.286542	0.0322734	0.954943
1111111127372380000 	-0.116713	0.263143	0.209381	-0.0700055	-0.287275	0.0340784	0.954678
1111111127405680000 	-0.114099	0.263717	0.208912	-0.0697094	-0.28772	0.0372234	0.954449
1111111127439000000 	-0.112821	0.26321	0.207751	-0.069285	-0.28724	0.0410012	0.954469
1111111127472320000 	-0.11148	0.264567	0.206893	-0.0675375	-0.286847	0.0444456	0.954559
