1111111121042680000 	-0.224304199	9.829907227	-0.247631836	0.001597897	-0.004261058	-0.004261058
1111111121043660000 	-0.223948223	9.823499658	-0.238732435	0.001597897	-0.004261058	-0.004261058
1111111121048660000 	-0.222509766	9.80061744	-0.208038527	0.001065264	-0.002663161	-0.003728426
1111111121053640000 	-0.224043671	9.815414177	-0.234412162	0.001065264	-0.002130529	-0.002663161
1111111121058640000 	-0.226490866	9.82451658	-0.254402645	0.001065264	-0.002663161	-0.002663161
1111111121063640000 	-0.22498488	9.813221958	-0.234578455	0.001065264	-0.004261058	-0.003195793
1111111121068640000 	-0.248789535	9.821687563	-0.218805128	0.001597897	-0.005858954	-0.003728426
1111111121073640000 	-0.220701011	9.830336144	-0.232389891	0.002130529	-0.006391587	-0.004261058
1111111121078640000 	-0.221706322	9.809908114	-0.243746228	0.002130529	-0.006924219	-0.004261058
1111111121083620000 	-0.241916322	9.805956748	-0.244419638	0.001597897	-0.006391587	-0.002663161
1111111121088620000 	-0.210312053	9.82751685	-0.220715332	0.001065264	-0.005326322	-0.002130529
1111111121093620000 	-0.226880219	9.799662384	-0.213009224	0.000532632	-0.004261058	-0.002130529
1111111121098620000 	-0.24277677	9.809011036	-0.207532937	0.000532632	-0.00479369	-0.003195793
1111111121103620000 	-0.23913908	9.820230378	-0.243723361	0.001065264	-0.004261058	-0.003728426
1111111121108600000 	-0.221206937	9.810471589	-0.253449413	0.001065264	-0.004261058	-0.003195793
1111111121113600000 	-0.21950725	9.788396582	-0.24925243	0.001065264	-0.003728426	-0.003195793
1111111121118600000 	-0.242335853	9.814701361	-0.233806598	0.001065264	-0.003728426	-0.003195793
1111111121123600000 	-0.223580638	9.838763625	-0.253796583	0.001597897	-0.003728426	-0.003195793
1111111121128600000 	-0.20753201	9.833235936	-0.270119909	0.001597897	-0.00479369	-0.002663161
1111111121133600000 	-0.208917096	9.835581215	-0.25392328	0.001065264	-0.005858954	-0.002663161
1111111121138580000 	-0.213537598	9.806261361	-0.238674394	0.001065264	-0.006924219	-0.002663161
1111111121143580000 	-0.214203275	9.810718364	-0.224101602	0.001065264	-0.006924219	-0.003728426
1111111121148580000 	-0.215332031	9.821712737	-0.212520842	0.001065264	-0.006391587	-0.004261058
1111111121153580000 	-0.220946779	9.811181397	-0.210411625	0.001065264	-0.005326322	-0.004261058
1111111121158580000 	-0.230403792	9.82987759	-0.231474524	0.001597897	-0.00479369	-0.004261058
1111111121163560000 	-0.223490885	9.848534594	-0.231780021	0.001065264	-0.005326322	-0.003728426
1111111121168560000 	-0.217705407	9.826375966	-0.222813638	0.001065264	-0.005858954	-0.002663161
1111111121173560000 	-0.228377957	9.801196289	-0.237430377	0.001065264	-0.005326322	-0.002663161
1111111121178560000 	-0.226040467	9.808969812	-0.2531967	0.002130529	-0.004261058	-0.003195793
1111111121183560000 	-0.226083953	9.8072022	-0.240859389	0.002663161	-0.002663161	-0.003728426
1111111121188540000 	-0.251937273	9.801862105	-0.248109549	0.002130529	-0.002130529	-0.004261058
1111111121193540000 	-0.248126358	9.822787425	-0.234897002	0.002130529	-0.002130529	-0.004261058
1111111121198540000 	-0.21976023	9.829299435	-0.214521642	0.002130529	-0.003195793	-0.004261058
1111111121203540000 	-0.214738873	9.810009667	-0.226185506	0.001597897	-0.005326322	-0.003728426
1111111121208540000 	-0.209026103	9.816685525	-0.230406845	0.000532632	-0.006391587	-0.003195793
1111111121213540000 	-0.214398694	9.844233799	-0.24843514	0.000532632	-0.006924219	-0.003195793
1111111121218520000 	-0.224304477	9.854132405	-0.254809293	0.001065264	-0.006924219	-0.003195793
1111111121223520000 	-0.226941311	9.840273877	-0.254003252	0.002130529	-0.006924219	-0.003195793
1111111121228520000 	-0.215903749	9.809734459	-0.246264455	0.003195793	-0.005326322	-0.003195793
1111111121233520000 	-0.229955485	9.813620021	-0.244549578	0.002663161	-0.003728426	-0.003728426
1111111121238520000 	-0.227202242	9.822453311	-0.253015137	0.002130529	-0.001597897	-0.004261058
1111111121243500000 	-0.227690701	9.811326063	-0.236409194	0.000532632	-0.001597897	-0.004261058
1111111121248500000 	-0.25494692	9.835514473	-0.216562156	0	-0.003195793	-0.003728426
1111111121253500000 	-0.246614661	9.849304489	-0.220831616	0	-0.004261058	-0.003195793
1111111121258500000 	-0.226084324	9.826289741	-0.238167414	0.001597897	-0.005326322	-0.003728426
1111111121263500000 	-0.222807613	9.827059306	-0.238514417	0.002130529	-0.006391587	-0.003728426
1111111121268480000 	-0.217965936	9.833177773	-0.224825349	0.002663161	-0.006924219	-0.003728426
1111111121273480000 	-0.2221042	9.81778093	-0.238195755	0.002663161	-0.006391587	-0.003728426
1111111121278480000 	-0.226803331	9.804015084	-0.249041233	0.002130529	-0.005326322	-0.005326322
1111111121283480000 	-0.229419887	9.796767951	-0.247631836	0.001065264	-0.00479369	-0.005858954
1111111121288480000 	-0.234846531	9.810841544	-0.242024173	0.001065264	-0.004261058	-0.005326322
