1111110453773920000 	0.607137447	9.721384279	1.154998165	0	0	0
1111110453774100000 	0	0	0	-0.029293908	-0.031424374	0.003728316
1111110453778880000 	0.614322507	9.717791749	1.172960815	0	0	0
1111110453779100000 	0	0	0	-0.025032976	-0.027163442	0.001065233
1111110453783820000 	0.628692626	9.692644039	1.172960815	0	0	0
1111110453784100000 	0	0	0	-0.018641578	-0.021837277	-0.003195699
1111110453788780000 	0.653840336	9.690847779	1.210682374	0	0	0
1111110453789100000 	0	0	0	-0.01065233	-0.014913262	-0.007456631
1111110453793720000 	0.635877686	9.68007019	1.214274904	0	0	0
1111110453794080000 	0	0	0	-0.000532617	-0.005326165	-0.011717563
1111110453798680000 	0.621507567	9.63336731	1.203497314	0	0	0
1111110453799080000 	0	0	0	0.01065233	0.006924015	-0.014913262
1111110453803620000 	0.608933717	9.595645751	1.180145874	0	0	0
1111110453804080000 	0	0	0	0.022369893	0.019174194	-0.017576345
1111110453808580000 	0.562230838	9.624385991	1.135239255	0	0	0
1111110453809080000 	0	0	0	0.03355484	0.030891758	-0.018641578
1111110453813540000 	0.558638308	9.610015871	1.086740116	0	0	0
1111110453814080000 	0	0	0	0.044739787	0.039946238	-0.019706811
1111110453818480000 	0.567619628	9.602830811	1.009500728	0	0	0
1111110453819080000 	0	0	0	0.0548595	0.046337636	-0.02130466
1111110453823440000 	0.540675658	9.602830811	0.950223999	0	0	0
1111110453824060000 	0	0	0	0.062848748	0.050065952	-0.023435126
1111110453828380000 	0.524509279	9.65132996	0.898132321	0	0	0
1111110453829060000 	0	0	0	0.065511831	0.051663801	-0.024500359
1111110453833340000 	0.522713009	9.67108887	0.855021971	0	0	0
1111110453834060000 	0	0	0	0.062848748	0.051131185	-0.024500359
1111110453838280000 	0.508342899	9.683662719	0.849633181	0	0	0
1111110453839060000 	0	0	0	0.053794267	0.048468102	-0.024500359
1111110453843240000 	0.510139159	9.698032839	0.878373411	0	0	0
1111110453844060000 	0	0	0	0.039413622	0.043674554	-0.023435126
1111110453848180000 	0.540675658	9.712402959	0.90890991	0	0	0
1111110453849040000 	0	0	0	0.02290251	0.039413622	-0.021837277
1111110453853140000 	0.560434568	9.741143188	0.9196875	0	0	0
1111110453854040000 	0	0	0	0.006924015	0.03515269	-0.020239427
1111110453858100000 	0.590971067	9.751920778	0.959205319	0	0	0
1111110453859040000 	0	0	0	-0.006391398	0.030891758	-0.019706811
1111110453863040000 	0.589174807	9.732161868	1.022074588	0	0	0
1111110453864040000 	0	0	0	-0.015445879	0.027163442	-0.019174194
1111110453868000000 	0.605341187	9.730365598	1.032852177	0	0	0
1111110453869040000 	0	0	0	-0.020772044	0.023967743	-0.019174194
1111110453872940000 	0.616118777	9.692644039	1.052611087	0	0	0
1111110453874020000 	0	0	0	-0.022369893	0.022369893	-0.019706811
1111110453877900000 	0.612526247	9.708810429	1.054407347	0	0	0
1111110453879020000 	0	0	0	-0.022369893	0.022369893	-0.020772044
1111110453882840000 	0.630488896	9.683662719	1.084943846	0	0	0
1111110453884020000 	0	0	0	-0.019174194	0.022369893	-0.022369893
1111110453887800000 	0.621507567	9.65671875	1.077758787	0	0	0
1111110453889020000 	0	0	0	-0.013848029	0.021837277	-0.024500359
1111110453892760000 	0.590971067	9.67647766	1.027463378	0	0	0
1111110453894020000 	0	0	0	-0.007456631	0.019706811	-0.026098209
1111110453897700000 	0.542471928	9.66390381	1.047222287	0	0	0
1111110453899000000 	0	0	0	-0.002663083	0.016511112	-0.027163442
1111110453902660000 	0.564027098	9.699829099	1.043629757	0	0	0
1111110453904000000 	0	0	0	0.000532617	0.01225018	-0.027163442
1111110453907600000 	0.535286868	9.741143188	1.054407347	0	0	0
1111110453909000000 	0	0	0	0	0.006924015	-0.026098209
1111110453912560000 	0.517324219	9.735754398	1.063388677	0	0	0
1111110453914000000 	0	0	0	-0.003728316	0.002663083	-0.023435126
1111110453917500000 	0.497565309	9.741143188	1.054407347	0	0	0
1111110453919000000 	0	0	0	-0.010119714	-0.001065233	-0.018641578
1111110453922460000 	0.549656978	9.773475948	1.084943846	0	0	0
1111110453923980000 	0	0	0	-0.017043728	-0.003195699	-0.01225018
1111110453927400000 	0.565823368	9.751920778	1.054407347	0	0	0
1111110453928980000 	0	0	0	-0.022369893	-0.004260932	-0.005858782
1111110453932360000 	0.596359867	9.791438597	1.099313966	0	0	0
1111110453933980000 	0	0	0	-0.026098209	-0.004793549	-0.000532617
1111110453937320000 	0.623303836	9.744735718	1.120869146	0	0	0
1111110453938980000 	0	0	0	-0.027163442	-0.004260932	0.005326165
1111110453942260000 	0.607137447	9.741143188	1.111887816	0	0	0
1111110453943980000 	0	0	0	-0.026098209	-0.002130466	0.01065233
1111110453947220000 	0.644859006	9.755513308	1.093925166	0	0	0
1111110453948980000 	0	0	0	-0.022369893	0.000532617	0.015978495
1111110453952160000 	0.664617916	9.762698368	1.106499026	0	0	0
1111110453953960000 	0	0	0	-0.017576345	0.002663083	0.019174194
1111110453957120000 	0.670006715	9.732161868	1.115480346	0	0	0
1111110453958960000 	0	0	0	-0.013315413	0.004260932	0.020772044
1111110453962060000 	0.670006715	9.730365598	1.111887816	0	0	0
