1349442751179440128	0.1846118434	-0.1953465734	1.2259645014	0.0416915026	0.27365767329999996	-0.0696053579 0.9583988682
1349442751189210112	0.18383076559999997	-0.2063631327	1.2285879240000002	0.027187144500000003	0.2760627686	-0.0715481592 0.9580871921999999
1349442751199330048	0.18459193289999998	-0.2164591438	1.2307232537000001	0.0129513406	0.2753788007	-0.0759549769 0.9582429861
1349442751209009920	0.1841249904	-0.22722165519999998	1.233086804	0.0003075977	0.2747648568	-0.0784943 0.9583020524
1349442751219300096	0.18434413510000003	-0.2367821007	1.2350969686	-0.0122182898	0.273763969	-0.0826800289 0.9581586588
1349442751229459968	0.1825499619	-0.2468140259	1.2366559225	-0.029831682400000004	0.280678667	-0.0871612766 0.9553703305
1349442751239290112	0.1826018539	-0.2562642709	1.23862783	-0.042254510700000004	0.27786649539999997	-0.09084909 0.9553801389
1349442751249349888	0.1821762701	-0.2654356334	1.2409792938	-0.055851741100000005	0.2743847694	-0.0957580876 0.955208862
1349442751259259904	0.18176613960000002	-0.2740094448	1.2430155707	-0.0670668803	0.27257947039999997	-0.09856061890000001 0.9547189483
1349442751269220096	0.1813035965	-0.2831747936	1.2450795529	-0.0796250726	0.2690653042	-0.102890785 0.9542940826999999
1349442751279330048	0.1808675356	-0.2904034715	1.2465244889	-0.0927335126	0.26773210059999997	-0.10610523699999999 0.9531325703
1349442751289090048	0.1801963161	-0.2989322923	1.2486842392	-0.10397445150000001	0.2635896195	-0.11131589060000001 0.9525327283
1349442751299520000	0.18008789050000001	-0.30662793120000004	1.2501681529000002	-0.1139507286	0.2570880562	-0.11492997320000001 0.9527392424
1349442751309299968	0.1800324335	-0.3141255518	1.2520610207	-0.1246204769	0.2521685684	-0.11973098089999999 0.9521266944
1349442751319500032	0.1796062741	-0.3210201606	1.2531937536	-0.135291654	0.2484119145	-0.1245713943 0.9510360965000001
1349442751329420032	0.17976697600000002	-0.327596854	1.2542420547	-0.1453920809	0.24303953120000002	-0.12605455599999998 0.9507382279000001
1349442751339429888	0.17889211789999998	-0.3345057347	1.255660755	-0.15625472099999999	0.239975341	-0.13304201470000002 0.9488393543000001
1349442751349149952	0.17945903440000002	-0.3403353319	1.256346894	-0.165253865	0.2341533912	-0.1361629052 0.9483264273
1349442751359360000	0.17880590329999999	-0.3465642654	1.2573257082	-0.1747572037	0.2272501925	-0.14041447740000002 0.9476819320000001
1349442751369129984	0.1792623772	-0.3517187772	1.2580488384000001	-0.18342156059999998	0.2235349884	-0.1444040191 0.9463277018999999
